"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.323108125E0,-2.305206299E-2,-5.852828979E-2,9.886191559E0,9.886391682E0
6.333176125E0,-5.194198608E-2,-5.224136353E-2,9.898466034E0,9.898740170E0
6.343244125E0,-2.844085693E-3,-4.206253052E-2,9.881102142E0,9.881192079E0
6.353312125E0,4.340972900E-2,-4.969665527E-2,9.882898407E0,9.883118692E0
6.363380125E0,7.858657837E-2,-4.400848389E-2,9.853260040E0,9.853671702E0
6.373448125E0,7.304809570E-2,-5.104385376E-2,9.858798523E0,9.859201277E0
6.383516125E0,6.466552734E-2,-6.242019653E-2,9.862391052E0,9.862800575E0
6.393584125E0,3.847000122E-2,-6.286926270E-2,9.876761169E0,9.877036179E0
6.403652125E0,3.592529297E-3,-7.050338745E-2,9.874815216E0,9.875067553E0
6.413720125E0,-2.140548706E-2,-6.750961304E-2,9.884245605E0,9.884499326E0
6.423788125E0,-7.289840698E-2,-6.451583862E-2,9.896969147E0,9.897447891E0
6.433856125E0,-1.204994202E-1,-5.209167480E-2,9.920769653E0,9.921638180E0
6.443924125E0,-1.610650635E-1,-5.957611084E-2,9.930200043E0,9.931684860E0
6.453992125E0,-1.302291870E-1,-3.472778320E-2,9.921817474E0,9.922732872E0
6.464060125E0,-1.107696533E-1,-2.948867798E-2,9.925559692E0,9.926221572E0
6.474128125E0,-8.921447754E-2,-3.233276367E-2,9.921218719E0,9.921672516E0
6.484196125E0,-4.655319214E-2,-3.293151855E-2,9.910740509E0,9.910904556E0
6.494264125E0,5.837860107E-3,-6.182144165E-2,9.884844360E0,9.885039403E0
6.504332125E0,3.996688843E-2,-6.765930176E-2,9.861642609E0,9.861955692E0
6.514400125E0,5.239105225E-2,-7.334747314E-2,9.852361908E0,9.852774220E0
6.524468125E0,7.933502197E-2,-7.694000244E-2,9.859996033E0,9.860615375E0
6.534536125E0,7.783813477E-2,-8.247848511E-2,9.854158173E0,9.854810742E0
6.544604125E0,6.271957397E-2,-8.038284302E-2,9.851314087E0,9.851841675E0
6.554672125E0,2.963836670E-2,-6.840774536E-2,9.873318329E0,9.873599793E0
6.564740125E0,-4.640350342E-3,-6.242019653E-2,9.887538757E0,9.887736874E0
6.574808125E0,-6.301895142E-2,-6.451583862E-2,9.899214478E0,9.899625294E0
6.584876125E0,-1.062789917E-1,-6.586303711E-2,9.919721832E0,9.920509785E0
6.594944125E0,-1.300794983E-1,-6.361770630E-2,9.928852844E0,9.929908695E0
6.605012125E0,-1.399589539E-1,-6.556365967E-2,9.928553467E0,9.929756344E0
6.615080125E0,-1.249900818E-1,-6.750961304E-2,9.916428680E0,9.917446135E0
6.625148125E0,-7.439529419E-2,-5.478607178E-2,9.910890198E0,9.911320835E0
6.635216125E0,-1.916015625E-2,-4.191284180E-2,9.888586578E0,9.888693964E0
6.645284125E0,2.020797729E-2,-4.011657715E-2,9.870923309E0,9.871025513E0
6.655352125E0,6.915618896E-2,-3.382965088E-2,9.867480469E0,9.867780795E0
6.665420125E0,9.699829102E-2,-3.951782227E-2,9.849368134E0,9.849925023E0
6.675488125E0,9.490264893E-2,-4.580474854E-2,9.858948212E0,9.859511369E0
6.685556125E0,6.706054688E-2,-5.927673340E-2,9.865833893E0,9.866239874E0
6.695624125E0,2.065704346E-2,-6.092330933E-2,9.871671753E0,9.871881359E0
6.705692125E0,-2.095642090E-2,-7.738906860E-2,9.886490936E0,9.886816033E0
6.715760125E0,-6.137237549E-2,-7.274871826E-2,9.902507629E0,9.902965025E0
6.725828125E0,-9.565109253E-2,-6.197113037E-2,9.912387085E0,9.913042281E0
6.735896125E0,-1.085243225E-1,-7.454498291E-2,9.916728058E0,9.917602021E0
6.745964125E0,-1.059796143E-1,-5.733078003E-2,9.924661560E0,9.925392968E0
6.756032125E0,-9.804611206E-2,-4.640350342E-2,9.914632416E0,9.915225780E0
6.766100125E0,-7.439529419E-2,-4.715194702E-2,9.906399536E0,9.906791092E0
6.776168125E0,-3.712280273E-2,-5.448669434E-2,9.916728058E0,9.916947226E0
6.786236125E0,-1.167572021E-2,-5.164260864E-2,9.892478485E0,9.892620172E0
6.796304125E0,1.676513672E-2,-4.760101318E-2,9.880054321E0,9.880183213E0
6.806372125E0,2.993774414E-2,-5.269042969E-2,9.874366150E0,9.874552112E0
6.816440125E0,6.436614990E-2,-5.134323120E-2,9.860594788E0,9.860938530E0
6.826508125E0,5.792953491E-2,-4.355941772E-2,9.875264282E0,9.875530259E0
6.836576125E0,5.553451538E-2,-4.056564331E-2,9.866432648E0,9.866672329E0
6.846644125E0,1.871109009E-2,-4.340972900E-2,9.887239380E0,9.887352379E0
6.856712125E0,-2.125579834E-2,-4.221221924E-2,9.893376617E0,9.893489504E0
6.866780125E0,-5.463638306E-2,-5.673202515E-2,9.895621948E0,9.895935398E0
6.876847583E0,-9.879455566E-2,-7.259902954E-2,9.921069031E0,9.921826530E0
6.886915583E0,-1.134640503E-1,-7.649093628E-2,9.910441132E0,9.911385795E0
6.896983583E0,-1.204994202E-1,-7.723937988E-2,9.918973389E0,9.920006004E0
6.907051583E0,-9.131011963E-2,-8.741821289E-2,9.912387085E0,9.913193088E0
6.917119583E0,-7.559280396E-2,-7.200027466E-2,9.907746735E0,9.908296709E0
6.927187583E0,-3.367996216E-2,-6.960525513E-2,9.889335022E0,9.889637324E0
6.937256583E0,1.302291870E-2,-6.406677246E-2,9.884994049E0,9.885210240E0
6.947324583E0,5.149291992E-2,-5.523513794E-2,9.879754944E0,9.880043532E0
6.957392583E0,6.047424316E-2,-4.894821167E-2,9.867330780E0,9.867637498E0
6.967460583E0,6.436614990E-2,-4.116439819E-2,9.857451324E0,9.857747416E0
6.977528583E0,4.146377563E-2,-3.921844482E-2,9.869875488E0,9.870040501E0
6.987596583E0,2.454895020E-2,-3.637435913E-2,9.796677704E0,9.796775989E0
6.997664583E0,-9.580078125E-3,-5.239105225E-2,1.007105713E1,1.007119796E1
7.007732583E0,-1.451980591E-2,-8.831634521E-2,9.758956146E0,9.759366561E0
7.017800583E0,-3.353027344E-2,4.191284180E-3,9.990674286E0,9.990731431E0
7.027868583E0,-8.098159790E-2,-8.187973022E-2,9.871671753E0,9.872343466E0
7.037936583E0,-4.236190796E-2,-1.257385254E-2,9.891430664E0,9.891529367E0
7.048004583E0,-9.565109253E-2,-6.212081909E-2,9.946965179E0,9.947619032E0
7.058072583E0,-8.562194824E-2,-6.646179199E-2,9.896520081E0,9.897113619E0
7.068140583E0,-1.243913269E-1,-8.307723999E-2,9.928104401E0,9.929231190E0
7.078208583E0,-1.113684082E-1,-9.774673462E-2,9.912087708E0,9.913195250E0
7.088276583E0,-1.103205872E-1,-9.086105347E-2,9.906249847E0,9.907280777E0
7.098344583E0,-9.265731812E-2,-9.355545044E-2,9.923913116E0,9.924786625E0
7.108412583E0,1.751358032E-2,-5.089416504E-2,9.892179108E0,9.892325532E0
7.118480583E0,5.927673340E-2,-5.239105225E-2,9.844877472E0,9.845195325E0
7.128548583E0,1.103205872E-1,-1.152603149E-2,9.879156189E0,9.879778868E0
7.138616583E0,1.158590698E-1,-3.562591553E-2,9.865534515E0,9.866279127E0
7.148684583E0,9.490264893E-2,-3.607498169E-2,9.840835876E0,9.841359594E0
7.158752583E0,3.128494263E-2,-5.239105225E-2,9.880054321E0,9.880242758E0
7.168820583E0,-1.975891113E-2,-7.274871826E-2,9.880952454E0,9.881240012E0
7.178888583E0,-5.313949585E-2,-6.092330933E-2,9.915829926E0,9.916159467E0
7.188956583E0,-7.768844604E-2,-6.047424316E-2,9.891879730E0,9.892369647E0
7.199024583E0,-6.721023560E-2,-4.625381470E-2,9.910141754E0,9.910477598E0
7.209092583E0,-6.481521606E-2,-4.415817261E-2,9.921967163E0,9.922277125E0
7.219160583E0,-4.281097412E-2,-3.323089600E-2,9.900411987E0,9.900560317E0
7.229228583E0,-5.777984619E-2,-4.430786133E-2,9.906698914E0,9.906966491E0
7.239296583E0,-5.553451538E-2,-5.538482666E-2,9.899214478E0,9.899525182E0
7.249364583E0,-4.595443726E-2,-7.993377686E-2,9.902507629E0,9.902936866E0
7.259432583E0,-5.448669434E-2,-9.774673462E-2,9.911788330E0,9.912420044E0
7.269500583E0,-4.400848389E-2,-1.026864624E-1,9.890682220E0,9.891313161E0
7.279568583E0,-1.092727661E-2,-1.055305481E-1,9.879305878E0,9.879875542E0
7.289636583E0,2.724334717E-2,-7.499404907E-2,9.860594788E0,9.860917598E0
7.299704583E0,6.586303711E-2,-4.206253052E-2,9.866432648E0,9.866742136E0
7.309772583E0,7.694000244E-2,-3.218307495E-2,9.860145721E0,9.860498424E0
7.319840583E0,5.673202515E-2,-2.245330811E-2,9.865833893E0,9.866022556E0
7.329908583E0,2.035766602E-2,-2.589614868E-2,9.875413971E0,9.875468907E0
7.339976583E0,-4.864883423E-2,-3.517684937E-2,9.896819458E0,9.897001541E0
7.350044583E0,-8.966354370E-2,-4.954696655E-2,9.911488953E0,9.912018347E0
7.360112583E0,-1.264869690E-1,-6.586303711E-2,9.918823700E0,9.919848814E0
7.370180583E0,-1.435514832E-1,-6.945556641E-2,9.924811249E0,9.926092354E0
7.380248583E0,-1.130149841E-1,-6.676116943E-2,9.905651093E0,9.906520732E0
7.390316583E0,-6.840774536E-2,-6.286926270E-2,9.906848602E0,9.907284259E0
7.400384583E0,-7.334747314E-3,-5.568420410E-2,9.892478485E0,9.892637925E0
7.410452583E0,2.694396973E-2,-5.044509888E-2,9.881850586E0,9.882016074E0
7.420520583E0,4.939727783E-2,-5.568420410E-2,9.867630157E0,9.867910911E0
7.430588583E0,4.296066284E-2,-7.574249268E-2,9.861792297E0,9.862176730E0
7.440656583E0,3.457809448E-2,-8.637039185E-2,9.866881714E0,9.867320317E0
7.450724583E0,2.245330811E-3,-9.220825195E-2,9.880054321E0,9.880484846E0
7.460792583E0,-2.140548706E-2,-8.876541138E-2,9.873917084E0,9.874339273E0
7.470860583E0,-3.263214111E-2,-7.694000244E-2,9.884544983E0,9.884898287E0
7.480928583E0,-2.350112915E-2,-5.987548828E-2,9.900112610E0,9.900321564E0
7.490996583E0,-3.547622681E-2,-2.305206299E-2,9.895172882E0,9.895263328E0
7.501064583E0,-4.550537109E-2,-1.407073975E-2,9.900411987E0,9.900526564E0
7.511132583E0,-4.864883423E-2,-1.556762695E-2,9.902657318E0,9.902789053E0
7.521200583E0,-6.227050781E-2,-2.484832764E-2,9.916877747E0,9.917104381E0
7.531268583E0,-5.882766724E-2,-4.700225830E-2,9.801767120E0,9.802056345E0
7.541336583E0,-3.457809448E-2,2.604583740E-2,9.997110901E0,9.997204629E0
7.551405583E0,-1.751358032E-1,-2.106120300E-1,9.987381134E0,9.991136667E0
7.561473583E0,9.879455566E-3,-5.927673340E-2,9.818232880E0,9.818416788E0
7.571541583E0,-4.790039063E-2,-8.951385498E-2,9.946965179E0,9.947483273E0
7.581609583E0,4.954696655E-2,-9.834548950E-2,9.849817200E0,9.850432762E0
7.591677583E0,8.472381592E-2,-4.819976807E-2,9.839039612E0,9.839522439E0
7.601745583E0,9.684860229E-2,-4.505630493E-2,9.852960663E0,9.853539646E0
7.611813583E0,4.326004028E-2,-6.795867920E-2,9.873168640E0,9.873497294E0
7.621881583E0,-2.544708252E-2,-7.664062500E-2,9.941127319E0,9.941455312E0
7.631949583E0,-9.340576172E-2,-7.499404907E-2,9.948312378E0,9.949033517E0
7.642017583E0,-1.139131165E-1,-8.547225952E-2,9.852960663E0,9.853989828E0
